id,response,model,lang
1779009487233261824,"MELDEN!
@polizeiberlin 
Was Herr Vierhaus hier betreibt ist eindeutig Doxxing. Auch wenn jemand aufgrund einer Strafanzeige frustriert ist, darf er/sie nicht die persönlichen Daten der anderen Person im Internet veröffentlichen!
Melden: Datenschutz / Daten einer anderen Person 🙏",human,de
1780114715265392896,"Mit der Wahl von ⁦@louisa_specht⁩ hat man eine ganz hervorragende Wahl als Nachfolgerin für U. Kelber als BfDI getroffen!

#Datenschutz  https://t.co/72KSKOo7n5",human,de
1780151410694185216,"Ja, ne, ist klar. 🥴
#Datenschutz und #Privatsphäre ist wohl sehr weit verbreitet. https://t.co/aJf4uaVjEy",human,de
1780200180823765504,"Anwältin A ruft Lorra L auf Arbeit an und verlangt eine Lösung für ihre Mandanten. L weist A darauf hin, dass Datenschutz existiert und sie gerne Brief schreiben kann. A wird wütend, weil ihr Fall nicht läuft und legt einfach auf. 
Darf man direkt Gewalt oder muss man vorwarnen?",human,de
1780229309216481792,"Gestern stand ich im Flur, weil Wartezimmer war mir too much.
Arzt hatte seine Tür auf und ich konnte mir seelenruhig Fr. X Krankheitsbild anhören. Habe mich dann provokant gegenüber von der Tür hingestellt und er hat daraufhin die Tür geschlossen. 

Datenschutz lol",human,de
1780167946842603776,"OpenTalk ist neues Mitglied im Bündnis für Bildung (BfB) und intensiviert damit das Engagement für digitale Bildung.

Jetzt lesen 👇
https://t.co/2RLbQia1at

#DSGVO #digitaleSouveränität #edutech #Bildung #Datenschutz #DigitalEducation",human,de
1779233916890591744,"Ein Geheimdienstmitarbeiter arbeitet als Doppelspion, Daten werden illegal abgerufen und weitergeben und die Lösung ist, die eigene Bevölkerung zu überwachen.
Klingt logisch, es wird offenbar davon ausgegangen, dass der die Datenopfer informiert...

#Datenschutz #Datensicherheit https://t.co/uA6Cl7w0w0",human,de
1780167359073857792,"Bürokratie ist so wichtig.
Auch wenn man sich vor Cyber Angriffen nicht komplett schützen kann, sollte lückenlos dokumentiert werden, das man es versucht hat.

Denn ein Stapel Papier ist die beste Verteidigung.

https://t.co/8A7gG975RG",human,de
1778079755016782080,"Das Internet vergisst nicht! Jeder Geburtstagsgruß, jede Restaurantbewertung hinterlässt digitale Spuren, die auf eure Identität schließen lassen können. Jetzt Privatsphäre-Check durchführen und vorbeugen ⬇️ 

#UnserInternet #Privatsphäre #Datensicherheit",human,de
1779761841725464576,"Den Ex-FPÖ-Politiker Jenewein verbinden mit Egisto Ott nicht nur die Chats, sondern auch, dass bei beiden Nazi-Kram gefunden wurde.
Funfact: Als es um die BVT-Razzia ging, war es ausgerechnet Jenewein, der die mangelnde Datensicherheit im BVT anprangerte.
https://t.co/caWfWYR5xz",human,de
1778707389723595264,"Die 3-2-1-1-Strategie ist eine bewährte zuverlässige Methode, um die #Datensicherheit und Daten-#wiederherstellung zu gewährleisten. Sie beschreibt die vier Grundpfeiler einer #Backup-#Recovery-Strategie: Das Aufbewahren von drei #Kopien der #Daten auf zwei verschiedenen #Medien.",human,de
1778145735877288192,"Und täglich grüßt das Murmeltier:
Bei #Cannabis Clubs flossen Daten von (potentiellen) Mitgliedern ab. Das #Datenleck verdeutlicht einmal mehr, wieso es so wichtig ist, #Datenschutz und #Datensicherheit bei Projekten immer von Anfang an mitzudenken:
https://t.co/BTmV9NyNjK",human,de
1778032571311423488,"Plattenspiegelung ist keine Backup-Recovery-Strategie 

3211BackupStrategie @Arcserve #Backup #Datenschutz #Datensicherheit #DisasterRecovery #Festplattenspiegelung #Immutability #RAID1
#Ransomware

https://t.co/D5mI2WKGdS https://t.co/S2xJHwUR5Y",human,de
1780187121153618432,"Es steht zu viel auf dem Spiel, um die Zukunft auf Legacy Backup-Lösungen aufzubauen. 

Was Cohesity & Veritas anbieten, hat wenig mit #Datensicherheit zu tun.

Unser Geschäft bei @RubrikInc basiert auf #CyberResilienz https://t.co/5DOIa0MoJl https://t.co/LgBcU8Dlg3",human,de
1779853427041800448,"Jura Basics: Was nicht dokumentiert wurde, hat nie stattgefunden. Hin und wieder gibt es sogar #Rechtsprechung zu #Cybersecurity:
""Urteil zu #Cyberattacken: Maßnahmen zur #Datensicherheit müssen dokumentiert werden""
https://t.co/rc3gVvxIyE",human,de
1779140006822506752,"😱 Du hast Angst vor einem Datenverlust? Keine Panik, wenn du regelmäßig #BackUps machst. So können Daten zuverlässig wiederhergestellt werden und du bist vor Hardwareausfällen, Softwareproblemen und menschlichen Fehlern geschützt. #Datensicherheit #Cyberresilienz https://t.co/gYYhYnDAw4",human,de
1779796812783640832,Das Plus für mehr Datensicherheit in Ihrem Unternehmen: Die Cyber-Versicherung https://t.co/rC7JXiZ9HU,human,de
1779835269383938560,"#Cybersicherheit #Connectors #Steckverbinder #WielandElectric #StockoContact #AllAboutAutomation #Datenmissbrauch #Datensicherheit #Datenschutz #Datendiebstahl #Datenschutzbehörde #Weltmarktführer #Graphicdesign

---
DATENMISSBRAUCH BEI STOCKO CONTACT
---
https://t.co/0GIHp5KGYr https://t.co/uh41sWxDxl",human,de
1778332910342603264,"🔒 Sicherheit ist unsere Priorität! Mit unseren hochmodernen Sicherheitsmaßnahmen kannst du beruhigt in die Cloud migrieren, ohne Kompromisse bei der Datensicherheit einzugehen. #CloudSecurity #DataProtection",human,de
1780112878487404800,"""Cyberattacken werden für Unternehmen immer teurer, generative KI hat in puncto Datensicherheit zwei Seiten und Ransomware-Versicherungen greifen oft nicht. Das zeigt der Global Data Protection Index von Dell Technologies."" https://t.co/oVVNSDe0E7 #iwork4dell",human,de
1778753904395842048,"🔒 Wie sicher ist deine IT? Denk mal über Cloud-, Netzwerk- & Datensicherheit nach! Bist du bereit für IT-Krisen? Lass es mich wissen! #ITSicherheit 🌟 https://t.co/lUDqVfvlOu",human,de
1778377558028865792,"Die DSGVO bleibt für Unternehmen ein heikles Thema. Die Mahr EDV DSGVO-Checkliste mag hier hilfreich sein:
https://t.co/9IfT7QIQEB
#mahredv #systemhaus #dsgvo #datenschutz #datensicherheit https://t.co/61Semgmzen",human,de
1778387166566957312,"Volker Sommer wird neuer DACH- und Osteuropa-Chef von Varonis

#Cybersecurity #DataSecurityPostureManagement #Datensicherheit #DSPM #künstlicheIntelligenz @VaronisDE @WeissenbachPR 

https://t.co/unAOJ9Lp1l https://t.co/tPt2RwZA1U",human,de
1779864771585626368,"🌟 Entdeckt den neuen #Veeam Report! Eigenverantwortung, proaktive Vorsorge und gutes Risikomanagement 🚀 Erhalte wertvolle Einblicke und praktische Lösungen hier: https://t.co/zw3ROmJ234 

#Microsoft365 #Datensicherheit #BackupSolutions #CloudSecurity",human,de
1777259479706251264,"""Welche Funktionalitäten gehören zu einer modernen #Backup-Lösung?"" Diese Frage stellte uns das MIDRANGE-Magazin für seine Rubrik ""Fragen des Monats"". Robert Paulus hat sich mit dem Thema beschäftigt & neun Features zusammengefasst.  
https://t.co/HhgqIN6TgE

#datensicherheit",human,de
1779902697497338112,"NIE WIEDER darf es so sein, dass man, wie gerade in #Innsbruck, den eigenen Auszug der Wählerevidenz nur via Handy und mit #DigitaleID einsehen kann! Kein Aushang! Alte Menschen überfordert. Datenschutz. Und: Technikausfall!
ID Austria seit Tagen kaputt https://t.co/B5UqWAmpJ3",human,de
1780213468311777536,"@128_0_0_1 @KdRkitten Sowas wie Datenschutz kennste, oder? 
Nur weil der Postbote deine Adresse hat, darf er trotzdem nicht einfach irgendwelche Zettel mit solchen Nachrichten in deinen Briefkasten werfen oder einfach so uneingeladen vor deiner Tür stehen.",human,de
1780189302384926976,The feminine urge to post selfies on twt because you put on makeup but then Datenschutz,human,de
1779883379955020288,Was für eine großartige Entscheidung! @louisa_specht soll neue Bundesbeauftragte für den Datenschutz werden! Eine überaus sympathische und vor allem kompetente und pragmatische Frau. Sie wird dem Standort Deutschland guttun!  https://t.co/cDmFLiQWUN,human,de
1780172628398842112,"#Innovation durch #Datenschutz: #Anonymisierung kann sensible #Daten für die Forschung zugänglich machen. Wie das rechtskonform geht, diskutiert der Kongress des BMBF-geförderten Forschungsnetzwerks Anonymisierung.
Livestream:
🕘 9:00 Uhr
16./17.4.
https://t.co/82u4z1vA9t https://t.co/F8vxpX0coC",human,de
1780212776654230016,"Der sogenannte “ermöglichende Datenschutz” ist ohnehin seit Jahren gesetzlicher Auftrag und schon seit langem die gelebte Praxis der allermeisten Datenschutzkolleginnen und -kollegen. Nennt sich auch einfach, und weniger verhetzend, konstruktive Beratung. #Datenschutz",human,de
1779887768518144512,"Hochschulprofessorin Louisa Specht-Riemenschneider wird neue Bundesbeauftragte für den Datenschutz und die Informationsfreiheit (#BfDI)! 

Regierung einigt sich: Bonner Professorin wird neue #Datenschutzbeauftragte
https://t.co/Sok9zAeA3i",human,de
1780238915925873152,"aktueller Beitrag zum Thema Datenschutz-Folgenabschätzung #DSFA im ""entwickler magazin 4/24"" (S. 7) https://t.co/yH8oxbGoTL",human,de
1778124516423561728,Website ist gelöscht. Muss mich erst nochmal informieren wegen Datenschutz und dem Gedöns. Wollte es eigentlich unkompliziert.,human,de
1778884943298351104,"Jetzt ist es nur noch eine Frage der Zeit, bis die #Bezahlkarte für #Arbeitslose und #Rentner in #Grundsicherung eingeführt wird, damit jeder beim Einkaufen sehen kann, wer Transferleistung bezieht. 
Datenschutz ade, #Diskriminierung willkommen. 
https://t.co/Qkxy6xmjew",human,de
1778845763721691136,"Wir alle sind #Terroristen.

Oder werden wir von unseren Bediensteten Staatsdienern nur so behandelt? Warum lassen wir uns das gefallen?

#datenschutz
#AmpelDesGrauens https://t.co/9PN4ZM57WX",human,de
1780142057559884288,Louisa Specht-Riemenschneider: Bonner Professorin wird neue #Bundesdatenschutzbeauftragte - https://t.co/ltf7I90jDz #datenschutz,human,de
1779790380285792768,"Inhalte? Datenschutz? China?
- alles egal. https://t.co/uJG9gPLVKu",human,de
1779009487233261824,"MELDEN!
@polizeiberlin 
Was Herr Vierhaus hier betreibt ist eindeutig Doxxing. Auch wenn jemand aufgrund einer Strafanzeige frustriert ist, darf er/sie nicht die persönlichen Daten der anderen Person im Internet veröffentlichen!
Melden: Datenschutz / Daten einer anderen Person 🙏",human,de
1780114715265392896,"Mit der Wahl von ⁦@louisa_specht⁩ hat man eine ganz hervorragende Wahl als Nachfolgerin für U. Kelber als BfDI getroffen!

#Datenschutz  https://t.co/72KSKOo7n5",human,de
1780151410694185216,"Ja, ne, ist klar. 🥴
#Datenschutz und #Privatsphäre ist wohl sehr weit verbreitet. https://t.co/aJf4uaVjEy",human,de
1780200180823765504,"Anwältin A ruft Lorra L auf Arbeit an und verlangt eine Lösung für ihre Mandanten. L weist A darauf hin, dass Datenschutz existiert und sie gerne Brief schreiben kann. A wird wütend, weil ihr Fall nicht läuft und legt einfach auf. 
Darf man direkt Gewalt oder muss man vorwarnen?",human,de
1780229309216481792,"Gestern stand ich im Flur, weil Wartezimmer war mir too much.
Arzt hatte seine Tür auf und ich konnte mir seelenruhig Fr. X Krankheitsbild anhören. Habe mich dann provokant gegenüber von der Tür hingestellt und er hat daraufhin die Tür geschlossen. 

Datenschutz lol",human,de
1780167946842603776,"OpenTalk ist neues Mitglied im Bündnis für Bildung (BfB) und intensiviert damit das Engagement für digitale Bildung.

Jetzt lesen 👇
https://t.co/2RLbQia1at

#DSGVO #digitaleSouveränität #edutech #Bildung #Datenschutz #DigitalEducation",human,de
1780202089861222400,"@Lorra____ Die frage ist, was ist frustrierender: Datenschutz oder Leute die Datenschutz nicht verstehen",human,de
1778032571311423488,"Plattenspiegelung ist keine Backup-Recovery-Strategie 

3211BackupStrategie @Arcserve #Backup #Datenschutz #Datensicherheit #DisasterRecovery #Festplattenspiegelung #Immutability #RAID1
#Ransomware

https://t.co/D5mI2WKGdS https://t.co/S2xJHwUR5Y",human,de
1779801184812913152,"🔒🌐 Der Digital Services Act (DSA) der EU ist da! Welche Auswirkungen hat er auf Ihre Online-Aktivitäten? Vom Kampf gegen illegale Inhalte bis zur Stärkung der Nutzerrechte – eine tiefere Analyse lohnt sich! 💻🇪🇺 

https://t.co/d8I30EOJgR

#DigitalServicesAct #Datenschutz #OnlineSicherheit",human,de
1780178488336482304,Für #Fragen oder #Beratungswünsche zu allen Themen rund um den #Datenschutz und die #DSGVO stehe ich Ihnen gerne zur Verfügung. https://t.co/N9AUR330kF,human,de
1779905774493290752,BfDI: Koalition einigt sich auf Nachfolge für Kelber https://t.co/yWjhrbqHGX #Datenschutz,human,de
1780238767883952640,Datenschutz: Einigung zu Kelber-Nachfolge soll gefallen sein:  Berlin – Die Rechtswissenschaftlerin Louisa Specht-Riemenschneider soll neue Bundesbeauftragte für Datenschutz und… https://t.co/DqQsuKSVIz #BfDI #SpechtRiemenschneider #Bundesdatenschutzbeauftragte https://t.co/UNUtZhEqfc,human,de
1778403078523273216,"Meine Prognose lautet: Wenn das #Selbstbestimmungesetz kommt und bleibt wird es nur wenige Jahre dauern, bis wir immer öfter bei Vertragsschlüssen unsere Steuer-ID angeben müssen. Die wird so zur Universal-ID werden, die fast jeden Datenschutz beerdigt.",human,de
1780207233172656640,@onurabs Einfach bild zensieren und klarnamen leaken du hast datenschutz seine Mutter gefickt,human,de
1777999375916027904,Die Einführung des Quick-Freeze-Verfahrens ist ein bedeutender Schritt für den Schutz unserer Grundrechte. Es wird keine Speicherung von Daten mehr ohne konkreten Verdacht geben. Die #Vorratsdatenspeicherung wird endgültig begraben. Es ist ein guter Tag für den Datenschutz.,human,de
1780213518689542656,"Eine hervorragende Wahl, denn sie kennt nicht nur den #Datenschutz, sondern auch das #Datennutzungsrecht und damit beide Seiten der Medaille inhaltlich ausgezeichnet: ""Louisa Specht-Riemenschneider wird neue #Bundesdatenschutzbeauftragte""
https://t.co/VCrm1FMfGW",human,de
1780194500071068160,"Was gehört in eine Artikel 13, 14 Information?
https://t.co/4ivXwQxfJx #Datenschutz",human,de
1780184920310026496,"Die #Soko #Epaulette, rund um die Ermittlungen im Grünen Gewölbe, konnte die Videoaufnahmen eines Brauhauses gewinnbringend nutzen. Als #Dankeschön stand der #Datenschutz vor der Tür. 🤦 Denn - videografiert wurden nicht nur die eigenen Müllcontainer. #typischdeutsch #epk #epk24 https://t.co/sDOESSDTOJ",human,de
1778488762617532672,"#Digitalisierung im Gesundheitssystem
#Datenschutz 🔒
#Datendividende 💰
https://t.co/Sm83ug71wr https://t.co/5IAkDkiC0c",human,de
1779516724724855296,People need to learn what is Datenschutz :')),human,de
1779894033826926848,"Frau Prof. Dr. Louisa Specht-Riemenschneider soll Bundesbeauftragte für den Datenschutz und die Informationsfreiheit (BfDI) werden.

https://t.co/JujIiZiiCa",human,de
1780224024372486144,@nervnislom2 Beim 4. Mal ohne Datenschutz wird man schwanger 🤰,human,de
1777992826833219840,#Datenschutz Lernen mit KI u Satire @adfichter @karpi @RepublikMagazin  https://t.co/OTJ1PgkqwO,human,de
1779640446584606720,"#Krieg liefert das beste Labor für die Entwicklung der #IT und die Vorbereitung der biometrischen Erfassung der Menschen,  um #CBDC einzuführen.

Unter den Bedingungen des Krieges gibt's keinen #Datenschutz.

@wolff_ernst im Gespräch bei @Dominik_Kettner
 https://t.co/T4LzoYAXfE https://t.co/QylSKsQPNG",human,de
1780215535772270848,"EuGH-Generalanwalt sieht eine Handlungspflicht für Datenschutzbehörden, wenn sie DSGVO-Verstöße feststellen. Aufgrund des eingeräumten Ermessens bestünde aber kein Anspruch auf eine konkrete Maßnahme. https://t.co/FR3ZnrBgmO 
🇪🇺🔐 #DSGVO #Datenschutz #EuGH https://t.co/UFrAWTk4kP",human,de
1779909553309585408,"@LiviaClauss Dafuq? 

Offene Theken sind ein Problem, fehlender Datenschutz ist ein Problem. 

Unterstützende Angehörige sollten kein Problem sein.  Finde es sehr begrüßenswert Gyn zu enttabuisieren.",human,de
1779233916890591744,"Ein Geheimdienstmitarbeiter arbeitet als Doppelspion, Daten werden illegal abgerufen und weitergeben und die Lösung ist, die eigene Bevölkerung zu überwachen.
Klingt logisch, es wird offenbar davon ausgegangen, dass der die Datenopfer informiert...

#Datenschutz #Datensicherheit https://t.co/uA6Cl7w0w0",human,de
1780167359073857792,"Bürokratie ist so wichtig.
Auch wenn man sich vor Cyber Angriffen nicht komplett schützen kann, sollte lückenlos dokumentiert werden, das man es versucht hat.

Denn ein Stapel Papier ist die beste Verteidigung.

https://t.co/8A7gG975RG",human,de
1778079755016782080,"Das Internet vergisst nicht! Jeder Geburtstagsgruß, jede Restaurantbewertung hinterlässt digitale Spuren, die auf eure Identität schließen lassen können. Jetzt Privatsphäre-Check durchführen und vorbeugen ⬇️ 

#UnserInternet #Privatsphäre #Datensicherheit",human,de
1779761841725464576,"Den Ex-FPÖ-Politiker Jenewein verbinden mit Egisto Ott nicht nur die Chats, sondern auch, dass bei beiden Nazi-Kram gefunden wurde.
Funfact: Als es um die BVT-Razzia ging, war es ausgerechnet Jenewein, der die mangelnde Datensicherheit im BVT anprangerte.
https://t.co/caWfWYR5xz",human,de
1778707389723595264,"Die 3-2-1-1-Strategie ist eine bewährte zuverlässige Methode, um die #Datensicherheit und Daten-#wiederherstellung zu gewährleisten. Sie beschreibt die vier Grundpfeiler einer #Backup-#Recovery-Strategie: Das Aufbewahren von drei #Kopien der #Daten auf zwei verschiedenen #Medien.",human,de
1778145735877288192,"Und täglich grüßt das Murmeltier:
Bei #Cannabis Clubs flossen Daten von (potentiellen) Mitgliedern ab. Das #Datenleck verdeutlicht einmal mehr, wieso es so wichtig ist, #Datenschutz und #Datensicherheit bei Projekten immer von Anfang an mitzudenken:
https://t.co/BTmV9NyNjK",human,de
1778032571311423488,"Plattenspiegelung ist keine Backup-Recovery-Strategie 

3211BackupStrategie @Arcserve #Backup #Datenschutz #Datensicherheit #DisasterRecovery #Festplattenspiegelung #Immutability #RAID1
#Ransomware

https://t.co/D5mI2WKGdS https://t.co/S2xJHwUR5Y",human,de
1780187121153618432,"Es steht zu viel auf dem Spiel, um die Zukunft auf Legacy Backup-Lösungen aufzubauen. 

Was Cohesity & Veritas anbieten, hat wenig mit #Datensicherheit zu tun.

Unser Geschäft bei @RubrikInc basiert auf #CyberResilienz https://t.co/5DOIa0MoJl https://t.co/LgBcU8Dlg3",human,de
1779853427041800448,"Jura Basics: Was nicht dokumentiert wurde, hat nie stattgefunden. Hin und wieder gibt es sogar #Rechtsprechung zu #Cybersecurity:
""Urteil zu #Cyberattacken: Maßnahmen zur #Datensicherheit müssen dokumentiert werden""
https://t.co/rc3gVvxIyE",human,de
1779140006822506752,"😱 Du hast Angst vor einem Datenverlust? Keine Panik, wenn du regelmäßig #BackUps machst. So können Daten zuverlässig wiederhergestellt werden und du bist vor Hardwareausfällen, Softwareproblemen und menschlichen Fehlern geschützt. #Datensicherheit #Cyberresilienz https://t.co/gYYhYnDAw4",human,de
1779796812783640832,Das Plus für mehr Datensicherheit in Ihrem Unternehmen: Die Cyber-Versicherung https://t.co/rC7JXiZ9HU,human,de
1779835269383938560,"#Cybersicherheit #Connectors #Steckverbinder #WielandElectric #StockoContact #AllAboutAutomation #Datenmissbrauch #Datensicherheit #Datenschutz #Datendiebstahl #Datenschutzbehörde #Weltmarktführer #Graphicdesign

---
DATENMISSBRAUCH BEI STOCKO CONTACT
---
https://t.co/0GIHp5KGYr https://t.co/uh41sWxDxl",human,de
1778332910342603264,"🔒 Sicherheit ist unsere Priorität! Mit unseren hochmodernen Sicherheitsmaßnahmen kannst du beruhigt in die Cloud migrieren, ohne Kompromisse bei der Datensicherheit einzugehen. #CloudSecurity #DataProtection",human,de
1780112878487404800,"""Cyberattacken werden für Unternehmen immer teurer, generative KI hat in puncto Datensicherheit zwei Seiten und Ransomware-Versicherungen greifen oft nicht. Das zeigt der Global Data Protection Index von Dell Technologies."" https://t.co/oVVNSDe0E7 #iwork4dell",human,de
1778753904395842048,"🔒 Wie sicher ist deine IT? Denk mal über Cloud-, Netzwerk- & Datensicherheit nach! Bist du bereit für IT-Krisen? Lass es mich wissen! #ITSicherheit 🌟 https://t.co/lUDqVfvlOu",human,de
1778377558028865792,"Die DSGVO bleibt für Unternehmen ein heikles Thema. Die Mahr EDV DSGVO-Checkliste mag hier hilfreich sein:
https://t.co/9IfT7QIQEB
#mahredv #systemhaus #dsgvo #datenschutz #datensicherheit https://t.co/61Semgmzen",human,de
1778387166566957312,"Volker Sommer wird neuer DACH- und Osteuropa-Chef von Varonis

#Cybersecurity #DataSecurityPostureManagement #Datensicherheit #DSPM #künstlicheIntelligenz @VaronisDE @WeissenbachPR 

https://t.co/unAOJ9Lp1l https://t.co/tPt2RwZA1U",human,de
1779864771585626368,"🌟 Entdeckt den neuen #Veeam Report! Eigenverantwortung, proaktive Vorsorge und gutes Risikomanagement 🚀 Erhalte wertvolle Einblicke und praktische Lösungen hier: https://t.co/zw3ROmJ234 

#Microsoft365 #Datensicherheit #BackupSolutions #CloudSecurity",human,de
1777259479706251264,"""Welche Funktionalitäten gehören zu einer modernen #Backup-Lösung?"" Diese Frage stellte uns das MIDRANGE-Magazin für seine Rubrik ""Fragen des Monats"". Robert Paulus hat sich mit dem Thema beschäftigt & neun Features zusammengefasst.  
https://t.co/HhgqIN6TgE

#datensicherheit",human,de
1777969767669711104,"🔎4 Fakten über die Datensicherheit in der #ePA 👇

Was halten Sie von der elektronischen Patientenakte?
Mehr Infos dazu: https://t.co/ThgdDMBorS

#Gesundheitswesen #Digitalisierung #Datenschutz https://t.co/NkqvttFP1M",human,de
1778299809801064704,"Danke @itmeetsindustry, mein neuster Artikel ""Effizientes #Datenmanagement in Industrie 4.0 & #IIoT""❗ Eine #Datenverwaltungsplattform als zentralen #Datenhub speziell auf die Bedürfnisse von #BigData Management und #Datensicherheit ausgerichtet ⬇️ #DMP:  https://t.co/EKMyaXzQCy",human,de
1778378729917440512,Sorgen Sie sich um die Datensicherheit?  NetSupport Manager verwendet Verschlüsselung in Bankqualität und granulare Zugriffskontrolle.  Unterstützen Sie Benutzer sicher und schützen Sie sensible Informationen.    Sehen Sie eine Demo: https://t.co/G0L2KuhSV8 https://t.co/WmEf6pVuq7,human,de
1777661915247895040,"🔒 KI-Sicherheits-Startup Cyera sichert sich 300 Mio. $ bei 1,4 Mrd. $ Bewertung. KI als Bedrohung und Chance in der Cybersicherheit. Die Plattform hilft, Datenstandorte und -bewegungen zu verstehen. #Cybersecurity #AI #Datensicherheit #Innovation 🔒",human,de
1778001203063922944,@a_sator @ChrisBrodnik Hast du keine Angst bzgl Privatsphäre/Datensicherheit?,human,de
1778485709172613376,@lilshrimp_666 Adressen darf man nur von person zu person uebergeben wegen Datensicherheit,human,de
1779803971739168768,"Wir freuen uns auf eine spannende DuD 2024. Es gibt viele Neuigkeiten rund um #datenschutz und #datensicherheit (diverse EU-Acts, NIS-2,...) und auch viel zu diskutieren (#digitalzwang, #beschäftigtendatenschutz...). #dud2024 https://t.co/8OGaup3tKm
11:26 vorm. · 15. Apr. 2024",human,de
1779591422255017984,"@KnoblochJens Ich weiß, aber von Datensicherheit kann doch eh keine Rede sein.",human,de
1778688026803093504,"Fake Online-Shops und Co. - Unsicherheit im E-Commerce lässt die großen Plattformkonzerne weiter wachsen - zeigt aber zugleich auch, dass #Kundenvertrauen unmittelbar an #Datensicherheit geknüpft ist:
https://t.co/8STHXdfA45",human,de
1777614513249935616,❌ @IBM InfoSphere #DataStage ❌ Höhere Performance und #Datensicherheit für #Datenintegration mit IBM #InfoSphere #InformationServer ❗ #Datentransformation 10x schneller und #DSGVO-konform via #Datenmaskierung und synthetischen #Testdaten ❗ Lösung: https://t.co/cQQqmS2QBo https://t.co/pQc5IMTSiH,human,de
1778729761260356096,"""Cyberattacken werden für Unternehmen immer teurer, generative KI hat in puncto Datensicherheit zwei Seiten und Ransomware-Versicherungen greifen oft nicht. Das zeigt der Global Data Protection Index von Dell Technologies."" https://t.co/oVVNSDe0E7 #iwork4dell",human,de
1777995248506953728,"@aktiengram @deutschetelekom @PersonMueller @1und1 @marc_tuengler @die_sdk @KochWallStreet @CWRoehl Als erstes spricht Hendrik Schmidt von der @DWS_Group und stellt eine ganze Reihe von Fragen u.a. nach #Huawei und Auswirkungen wenn der Bund seinen Anteil reduziert.
Dividende vs. Aktienrückkäufe, Datensicherheit bei T-Mobile US.",human,de
1777224813657886976,❌ @IBM InfoSphere #DataStage ❌ Bessere Performance und #Datensicherheit für die #Datenintegration mit IBM #InfoSphere #InformationServer ❗ 10x schnellere #Datentransformation und #DSGVO-konforme #Datenmaskierung und synthetischen #Testdaten ❗ Lösung: https://t.co/Xp0KFUsu0Q https://t.co/fszDszE7CO,human,de
